timestamp,elapsed_time,pos_x,pos_y,pos_z,raw_pos_x,raw_pos_y,raw_pos_z,error_x,error_y,target_x,target_y,roll_ref_rad,pitch_ref_rad,roll_ref_deg,pitch_ref_deg,pid_x_p,pid_x_i,pid_x_d,pid_y_p,pid_y_i,pid_y_d,frame_number,marker_count,send_success,control_active,loop_time_ms,frame_dt_ms,command_sequence,feedback_sequence,feedback_roll_rad,feedback_pitch_rad,feedback_latency_ms,feedback_age_ms,feedback_match,feedback_delta_roll,feedback_delta_pitch,is_outlier,used_prediction,confidence,consecutive_outliers,data_valid,data_source,filter_threshold,tracking_valid,rb_error,rb_marker_count,rb_pos_x,rb_pos_y,rb_pos_z,rb_qx,rb_qy,rb_qz,rb_qw,rb_roll_deg,rb_pitch_deg,rb_yaw_deg
2025-12-24T00:55:52.603818,0.5043,-0.000677,0.010026,-0.016435,-0.000627,0.010031,-0.016402,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14673780,4,1,1,0.00,16.000,1,0,0.000000,0.000000,,38.857,0,0.000000,0.000000,0,0,0.998,0,0,rigid_body,0.1321,1,0.00081,0,-0.000627,0.010031,-0.016402,-0.006786,0.002906,0.003202,0.999968,-0.777,0.335,0.365
2025-12-24T00:55:52.614397,0.5149,-0.000679,0.010028,-0.016456,-0.000694,0.010028,-0.016518,0.300679,-0.010028,0.300000,0.000000,0.041794,0.001396,2.395,0.080,0.041794,0.000000,0.000000,0.001394,0.000002,-0.000000,14673781,4,1,1,0.00,15.000,2,0,0.000000,0.000000,,3.026,0,-0.041794,-0.001396,0,0,0.998,0,1,rigid_body,0.1321,1,0.00082,0,-0.000694,0.010028,-0.016518,-0.005543,0.002918,0.003879,0.999973,-0.634,0.337,0.443
2025-12-24T00:55:52.625014,0.5255,-0.000679,0.010023,-0.016452,-0.000689,0.010020,-0.016447,0.300679,-0.010023,0.300000,0.000000,0.041794,0.001396,2.395,0.080,0.041794,0.000000,0.000000,0.001394,0.000002,-0.000000,14673782,4,1,1,0.00,0.000,3,0,0.000000,0.000000,,13.644,0,-0.041794,-0.001396,0,0,0.998,0,1,rigid_body,0.1321,1,0.00079,0,-0.000689,0.010020,-0.016447,-0.006726,0.002797,0.003332,0.999968,-0.770,0.323,0.380
2025-12-24T00:55:52.635438,0.5359,-0.000676,0.010020,-0.016439,-0.000672,0.010011,-0.016410,0.300676,-0.010020,0.300000,0.000000,0.041765,0.001338,2.393,0.077,0.041794,0.000000,-0.000029,0.001393,0.000005,-0.000060,14673783,4,1,1,0.00,16.000,4,2,0.041794,0.001396,12.462,8.579,1,0.000030,0.000058,0,0,0.998,0,1,rigid_body,0.1321,1,0.00082,0,-0.000672,0.010011,-0.016410,-0.006401,0.002896,0.002563,0.999972,-0.733,0.334,0.292
2025-12-24T00:55:52.646015,0.5465,-0.000669,0.010015,-0.016448,-0.000657,0.010003,-0.016463,0.300669,-0.010015,0.300000,0.000000,0.041765,0.001338,2.393,0.077,0.041794,0.000000,-0.000029,0.001393,0.000005,-0.000060,14673784,4,1,1,0.00,0.000,5,3,0.041794,0.001396,17.478,3.524,1,0.000030,0.000058,0,0,0.998,0,1,rigid_body,0.1321,1,0.00081,0,-0.000657,0.010003,-0.016463,-0.006202,0.002621,0.003243,0.999972,-0.710,0.303,0.370
2025-12-24T00:55:52.656603,0.5571,-0.000674,0.010030,-0.016480,-0.000675,0.010068,-0.016538,0.300674,-0.010030,0.300000,0.000000,0.041772,0.001456,2.393,0.083,0.041794,0.000000,-0.000021,0.001394,0.000008,0.000054,14673785,4,1,1,0.00,16.000,6,3,0.041794,0.001396,17.478,14.111,1,0.000022,-0.000060,0,0,0.998,0,1,rigid_body,0.1321,1,0.00083,0,-0.000675,0.010068,-0.016538,-0.005458,0.002725,0.003742,0.999974,-0.624,0.315,0.427
2025-12-24T00:55:52.667178,0.5676,-0.000679,0.010035,-0.016494,-0.000695,0.010046,-0.016534,0.300679,-0.010035,0.300000,0.000000,0.041823,0.001470,2.396,0.084,0.041794,0.000000,0.000029,0.001395,0.000011,0.000063,14673786,4,1,1,0.00,15.000,7,4,0.041765,0.001338,22.677,9.064,1,-0.000058,-0.000132,0,0,0.998,0,1,rigid_body,0.1321,1,0.00083,0,-0.000695,0.010046,-0.016534,-0.005289,0.003110,0.003869,0.999974,-0.605,0.359,0.442
2025-12-24T00:55:52.678043,0.5785,-0.000673,0.010030,-0.016468,-0.000663,0.010015,-0.016399,0.300673,-0.010030,0.300000,0.000000,0.041823,0.001470,2.396,0.084,0.041794,0.000000,0.000029,0.001395,0.000011,0.000063,14673787,4,1,1,0.00,0.000,8,6,0.041772,0.001456,16.901,4.540,1,-0.000051,-0.000013,0,0,0.998,0,1,rigid_body,0.1321,1,0.00080,0,-0.000663,0.010015,-0.016399,-0.006474,0.003032,0.002431,0.999972,-0.741,0.349,0.276
2025-12-24T00:55:52.688646,0.5891,-0.000670,0.010023,-0.016461,-0.000662,0.010002,-0.016429,0.300670,-0.010023,0.300000,0.000000,0.041734,0.001342,2.391,0.077,0.041793,0.000000,-0.000059,0.001393,0.000015,-0.000066,14673788,4,1,1,0.00,16.000,9,7,0.041823,0.001470,21.468,0.000,1,0.000089,0.000127,0,0,0.998,0,1,rigid_body,0.1321,1,0.00078,0,-0.000662,0.010002,-0.016429,-0.006310,0.002879,0.003250,0.999971,-0.722,0.332,0.370
2025-12-24T00:55:52.700301,0.6008,-0.000670,0.010030,-0.016463,-0.000638,0.010038,-0.016450,0.300670,-0.010030,0.300000,0.000000,0.041885,0.001454,2.400,0.083,0.041795,0.000000,0.000090,0.001394,0.000018,0.000042,14673790,4,1,1,0.00,0.000,10,7,0.041823,0.001470,21.468,11.655,1,-0.000062,0.000015,0,0,0.998,0,1,rigid_body,0.1321,1,0.00080,0,-0.000638,0.010038,-0.016450,-0.006439,0.002924,0.002924,0.999971,-0.737,0.337,0.333
